31/08/2021;30,8;15,9
01/09/2021;30,8;14,9
02/09/2021;33;13,5
03/09/2021;34,9;14,8
04/09/2021;33,1;18,2
05/09/2021;32,3;16,4
06/09/2021;35,4;15,1
07/09/2021;36,2;20,5
08/09/2021;26,6;17
09/09/2021;21,7;8,5
10/09/2021;25,7;5,1
11/09/2021;27,8;13,5
12/09/2021;35,2;17,4
13/09/2021;37,6;23,2
14/09/2021;28,7;17,6
15/09/2021;28;16,1
16/09/2021;28,5;18,6
17/09/2021;31,2;17,6
18/09/2021;36,1;19,5
19/09/2021;39;21,8
20/09/2021;39,7;20,9
21/09/2021;30,6;19,7
22/09/2021;32,3;14,5
23/09/2021;29;15,3
24/09/2021;31,2;14,6
25/09/2021;32,3;14,1
26/09/2021;35,8;15
27/09/2021;36,1;19,8
28/09/2021;35,4;16
29/09/2021;25,5;19,5
30/09/2021;31,5;19,7
01/10/2021;25,8;17,2
02/10/2021;21,3;16,7
03/10/2021;20,1;16,5
04/10/2021;23,5;15,3
05/10/2021;29,3;13,8
06/10/2021;32,7;19,5
07/10/2021;25,7;19
08/10/2021;26,5;18,6
09/10/2021;22,7;17,2
10/10/2021;24;16,6
11/10/2021;29;18,1
12/10/2021;32;17,2
13/10/2021;33,9;15,8
14/10/2021;27,8;17,1
15/10/2021;22;18,6
16/10/2021;26,1;17,2
17/10/2021;25,2;17,1
18/10/2021;28,6;15,2
19/10/2021;27,8;15,5
20/10/2021;28,4;13,4
21/10/2021;29,3;14,5
22/10/2021;32,2;13,1
23/10/2021;29,2;16
24/10/2021;24,8;13
25/10/2021;29,1;10,9
26/10/2021;32;15,3
27/10/2021;32,3;17,5
28/10/2021;34,6;18,8
29/10/2021;35,3;21
30/10/2021;31,5;18,4
31/10/2021;28,8;18,2
01/11/2021;30,6;16,4
02/11/2021;32,4;17,1
03/11/2021;33,5;17,4
04/11/2021;35,8;18,8
05/11/2021;35,2;20,4
06/11/2021;31,7;18,7
07/11/2021;32,4;18,8
08/11/2021;32;19,6
09/11/2021;33,4;17,7
10/11/2021;29,4;17,5
11/11/2021;29,4;17,8
12/11/2021;30,7;17,7
13/11/2021;30;17,6
14/11/2021;31,3;16,3
15/11/2021;32,4;19,2
16/11/2021;34,2;19
17/11/2021;34,3;21,3
18/11/2021;28,6;20
19/11/2021;29,2;17,1
20/11/2021;32,2;15,4
21/11/2021;33,5;18,2
22/11/2021;34,5;16,3
23/11/2021;34,5;15,4
24/11/2021;35,4;17,6
25/11/2021;35,2;19,5
26/11/2021;29,1;16,6
